LIMIT_BAL,AGE,EDUCATION,MARRIAGE,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
184037,42,2,2,2,-1,-2,2,9,6,-2,465141,259001,397013,709440,200022,442899,8875,85639,213,52918,69388,24704,1
673376,76,2,3,2,4,0,5,0,7,7,212217,564288,540575,646336,106324,212760,66071,1525,18801,56576,4432,52975,1
442995,69,2,1,1,8,9,1,9,7,-2,138915,303410,659985,5135,171057,528551,99256,64598,13022,79796,49513,62658,1
506013,39,2,1,1,0,9,9,8,1,2,552374,34890,907005,255439,356800,592529,93352,4389,20234,58061,48031,20300,1
304025,44,3,2,2,1,3,5,-2,5,9,917405,451729,-19738,330453,195785,787275,17963,44833,77843,2905,7333,47187,1
747954,49,2,2,2,1,-1,1,0,0,9,547240,20533,434984,487052,101926,239770,25330,97817,86744,1605,76131,5451,1
820904,37,2,3,2,1,-2,8,1,8,6,757155,-36947,394751,-40017,422555,303926,36741,80392,82028,20870,99946,58424,0
510098,61,4,1,1,-1,4,2,3,2,-2,221753,157784,915714,806739,459091,643798,86630,21314,2192,91828,55887,69814,1
717173,30,2,1,2,8,9,0,0,9,5,460717,756332,148016,-1745,600161,280697,30545,42116,11014,59517,42378,20817,1
765728,48,4,3,2,3,-1,8,8,0,6,30817,557773,524277,937519,193161,766980,95587,73103,46467,68280,1613,81539,1
267803,36,3,1,1,-2,5,1,3,7,8,197649,652913,964345,877512,-39826,594727,25612,59114,50280,35664,93599,36052,0
701381,45,4,2,1,9,-1,6,9,1,8,954721,756022,281919,216334,694782,913950,4853,6754,73112,2417,84925,84863,0
326275,75,1,2,1,2,8,2,9,2,7,321800,231030,449027,638064,757915,135387,79993,17495,9258,42593,43980,3367,0
689447,76,4,3,2,-1,-2,1,-1,5,1,224077,-35768,984077,576383,-74165,425802,34938,24818,39207,4344,40000,17055,1
22828,42,2,3,2,6,7,1,8,7,5,108871,-80117,496438,836632,835874,415371,65510,90483,12949,5869,34342,35530,0
989114,75,4,3,2,-1,-1,4,5,5,-2,632950,987153,647068,663016,756768,271529,18197,20441,9170,73896,30310,96495,0
893096,71,4,2,1,3,-1,-1,2,0,1,827942,386443,757993,96446,482695,788834,33020,67181,82684,24698,80632,14373,1
526835,67,3,3,1,1,4,1,-2,5,7,785107,498985,212985,757983,470961,992822,68998,6745,15889,79767,66909,53913,0
666761,39,3,1,2,3,-2,0,3,7,-1,967319,133335,-94605,601868,185928,575936,55917,21680,71526,21433,66839,5699,0
811625,64,2,3,1,-1,0,4,0,1,7,829143,-75010,276777,282058,699550,971879,39892,33326,30373,4388,78800,59079,1
233461,21,1,1,1,9,2,1,1,8,1,318688,991891,971576,756072,698405,728569,45530,32624,35780,60478,19534,44846,1
448080,43,1,2,1,-1,9,5,7,-1,-1,38593,191181,720573,22560,428190,269972,56071,71467,80423,64777,89256,32025,0
423523,50,4,1,1,9,4,2,5,0,0,157283,215639,370096,425680,497863,742182,70413,1952,88106,29174,82398,87474,0
374662,46,1,1,2,4,3,6,5,5,-2,-32318,488909,801763,359460,-68361,39506,18352,98889,71427,70682,45789,46757,0
291755,21,3,1,2,0,5,6,8,9,7,176896,350358,885792,128125,836903,160822,33281,62855,92193,59926,2803,41989,1
709151,76,2,2,1,0,-2,0,5,2,0,81244,263235,-23021,268995,840504,536964,29719,39176,73066,23681,87081,34424,1
939454,33,2,1,1,4,4,6,9,-1,4,673354,620330,607558,43727,153289,14627,83980,80731,96260,65928,65894,23245,1
348384,23,3,1,1,5,6,1,2,4,8,834943,671549,320985,86611,11426,202761,56405,32689,32629,19876,73028,3384,1
249719,68,2,3,1,4,4,6,-2,2,5,322954,657050,18758,-24079,-63983,-59364,82152,45930,68014,56688,95944,86650,1
742763,32,4,3,1,0,3,9,6,3,3,775274,418708,-21758,526721,110997,38454,28946,68355,76819,83742,60539,84082,1
799177,55,2,3,2,0,6,-1,8,-1,-2,72314,727928,-29154,863247,555782,243076,63147,19695,4769,62943,58467,82789,0
851675,54,1,1,1,4,1,2,6,8,4,-31380,560999,362684,232037,563669,-73564,13661,12922,25157,78292,15427,31490,0
276010,63,2,1,2,0,9,3,5,4,9,826046,985279,705159,595320,509247,156237,73987,70203,83869,19156,22851,51376,0
697605,73,2,2,2,-1,7,0,8,-2,0,526653,-63541,348317,240760,455896,-79341,29298,41261,96190,59275,79680,35712,1
447940,74,3,1,1,4,3,-1,0,7,6,-33804,723494,588795,703577,561909,697106,14363,91046,43889,87863,47729,56121,1
925113,27,3,1,2,0,3,-2,3,7,8,350459,120161,442562,344376,850362,757065,37834,10358,26381,91086,33085,44993,0
605642,21,1,2,1,2,7,8,4,2,-1,696043,291013,743058,373490,242797,818507,30505,56516,92261,82702,5463,58954,0
61374,25,3,1,1,4,0,4,1,6,6,695849,403786,28578,970702,292700,213252,94768,70612,59515,55505,58335,51301,1
124397,50,1,2,1,-1,4,1,9,4,7,-5915,389718,286895,158720,482393,782544,85315,60853,52564,58259,65253,96201,0
258552,73,4,2,2,5,-2,5,7,6,9,709802,797683,70747,395525,873567,54582,75535,91340,30236,28825,64074,12986,1
396721,29,1,3,2,-1,8,5,4,6,-1,528348,656569,913510,972437,-32290,648603,75289,71400,9394,8959,77625,64597,0
433332,63,2,1,2,1,5,5,6,-2,-1,790768,400874,409049,-47299,792286,940346,63067,25745,15972,84272,95242,89894,0
877461,40,1,3,1,1,5,-1,3,5,9,-69883,291382,108811,414848,837161,-84255,5240,47497,59366,14443,3929,96167,1
890006,61,4,1,2,5,5,2,-1,9,1,335880,-67960,306353,862137,721831,263863,25502,2835,45045,85783,95859,28200,1
947951,29,2,3,2,8,6,5,3,4,-1,212718,798819,926316,325103,398323,656251,72374,50032,80989,62962,92677,84541,0
302575,42,1,2,2,-2,1,7,0,8,4,230322,98959,573509,915858,401491,531347,94863,43809,68517,98644,67028,34952,1
421124,22,3,2,1,9,3,-1,4,-1,0,226140,657590,874491,-84661,651306,739826,32621,61955,81489,22157,31977,41171,1
39336,51,3,2,2,6,8,-1,0,0,8,-30295,126519,503777,10174,812338,330745,73903,73203,27040,5233,81710,79478,1
837424,39,3,2,1,3,9,-2,9,3,1,-33404,236188,75194,-66558,795444,3509,49465,74791,58834,70209,76882,4291,1
65350,29,1,1,2,1,4,3,5,8,-2,535546,193018,235404,883303,435312,-21241,70387,84270,79432,75476,60122,86694,1
603849,48,1,1,2,3,-1,2,8,8,7,599073,998310,597661,906479,-36204,-53650,68976,85952,47993,50899,78785,28158,0
520470,60,4,3,2,3,3,-2,8,0,1,249040,829475,651539,-98127,292037,399783,5594,82640,85624,77845,12647,24138,1
848387,71,2,1,1,6,5,8,2,5,1,472386,61281,881964,13589,-61772,759766,7934,81306,36498,59246,14818,71370,1
71240,70,2,1,1,8,1,5,0,1,1,350104,355574,299870,140095,898514,274280,89253,75619,63452,20234,97785,39575,1
685453,65,2,3,2,9,2,5,-2,4,8,-61412,135989,919039,117066,435215,841413,22639,95453,20400,28094,83223,69341,1
409371,53,2,2,2,1,5,2,2,1,6,203081,417513,817246,633739,335067,146470,33036,12850,52357,71294,20305,49443,1
580895,56,1,3,1,5,0,8,7,-1,0,405829,47945,162967,36607,270617,833122,34645,95942,7646,23568,53958,59225,0
960991,39,1,3,1,-2,3,0,7,4,4,275083,730184,389445,410179,281803,96460,57013,28882,93786,2311,17449,11140,0
721028,27,4,2,2,3,-2,5,8,5,1,900662,291614,85620,-37698,775883,632551,90660,63802,52125,14497,57582,29918,1
948467,26,2,3,2,2,1,0,0,-2,8,946873,498420,974336,385607,-28239,947318,81087,99387,63993,99648,15976,90449,1
191196,25,1,3,1,0,3,1,1,2,9,657572,114906,976055,796987,987243,922869,33686,17328,58325,141,85117,96201,1
325014,30,1,3,2,1,0,8,7,7,-2,596993,109393,183657,967641,696540,471964,84050,92511,56359,98938,41716,28429,1
459763,63,1,1,1,5,-2,4,1,5,7,359383,752559,846508,598461,279079,900696,56325,62310,35078,60340,83381,49483,1
598398,37,1,2,2,8,3,4,0,-2,0,-73803,355057,-29902,-78298,128043,628917,91380,7047,90010,66435,61489,88378,0
194626,70,2,2,2,8,0,1,3,9,6,371316,854646,929919,514172,926055,-82849,70283,42086,79364,89645,35996,36642,1
686296,61,2,3,2,7,5,6,3,0,7,656626,608523,281222,663820,452965,529296,10890,45300,22727,49666,95035,30266,0
389039,76,1,1,2,8,4,3,-2,-1,9,243159,76051,645198,997966,536023,880133,73005,45472,66482,82647,76469,93502,1
538714,48,3,2,1,-1,8,5,1,0,3,462214,744644,204697,330740,908184,83478,56203,65773,86213,72876,51458,26016,0
754199,44,4,2,2,5,4,4,-2,0,5,51340,-3340,981811,413987,964730,671664,18631,13046,55275,43828,1815,60243,0
824038,40,2,3,2,4,9,1,4,0,6,675052,900172,236823,-71485,706332,8363,91402,73925,66933,85449,14006,64987,1
451048,65,2,3,2,-2,5,9,4,-2,5,289802,520053,-2585,848621,825501,474573,76297,83541,47005,2073,91356,63022,0
562439,22,3,3,2,-1,4,-1,3,0,2,417227,212460,166440,423964,366645,-11151,86300,63305,54967,97182,79605,80008,1
283452,37,2,2,2,4,2,8,8,-1,3,501198,156829,388379,595689,790115,939958,74574,84263,39816,48682,98405,73497,0
250853,43,3,3,2,8,7,-1,-1,6,7,8415,364611,-44061,642205,582297,726974,4220,7235,75737,27305,77938,97406,0
990026,66,3,3,1,8,5,5,1,7,-1,847771,306931,571239,120633,785148,986912,52332,22375,16640,94503,99674,59307,1
788883,57,1,3,2,0,5,5,9,5,9,252598,768198,201346,767116,164928,711602,7777,94876,55691,69362,95280,4340,0
186743,29,2,1,1,-1,8,9,0,3,8,-56425,23817,374161,636435,220840,65335,47621,79512,82711,98280,4030,77113,1
100306,46,4,3,1,-2,5,-2,8,4,6,581659,977848,70757,920495,784857,914455,21036,43411,52909,18761,39273,53156,1
759468,31,3,2,1,4,9,-2,5,-2,3,992790,248378,955642,547468,143418,-75199,47450,98955,61127,69191,57639,72782,1
903416,26,4,3,1,0,7,1,-1,4,5,880032,765961,137246,589793,337381,176599,70456,17364,99243,61305,41087,57131,1
536492,36,1,2,2,3,3,-2,7,5,4,793426,-87904,43990,872402,60066,95000,27532,71744,71180,62171,17505,29353,1
102769,20,2,1,2,7,-1,7,-1,5,9,-28809,900203,824091,992873,595206,700207,166,77719,72026,72494,6222,9452,0
97265,77,1,1,2,5,5,-2,-2,3,7,971200,687660,23444,236352,928090,955704,40977,39943,85083,55195,70865,3475,1
827563,69,1,3,1,3,7,7,6,4,-1,276266,831494,621627,-76989,77454,18430,51597,27062,59369,32653,58638,26222,1
62428,45,4,2,2,4,-2,8,0,8,-1,307135,-79535,430427,737222,255894,961076,49044,26042,84507,48662,85738,59735,1
568158,34,4,3,1,8,6,2,5,-1,2,267168,-60793,704525,580324,654521,643678,52383,45205,46090,67194,41558,71508,0
637835,70,3,3,1,3,6,-2,4,1,0,485006,284263,642454,605324,550002,178724,32542,44563,41758,50196,40268,67595,0
770278,79,2,2,2,4,3,7,9,5,-2,766951,867268,432404,507407,949724,977277,6911,54675,83784,28346,4099,12939,1
59067,52,1,2,1,2,7,9,-2,8,7,707084,37729,-46941,100985,459924,163959,58147,14114,61630,51296,95912,75878,1
986089,56,3,2,1,6,3,3,8,1,8,623356,939089,-90637,505361,904493,627522,57453,95937,26461,39868,96391,54685,1
772371,66,3,2,1,0,3,1,3,5,0,209048,821859,965109,150876,988324,795986,35676,86498,50747,17146,20732,44554,1
122217,50,1,2,1,3,8,7,5,7,4,418626,128146,-73128,62168,786641,-17292,64663,5170,94184,91228,48349,43830,1
949111,54,1,1,2,6,1,8,3,9,7,-40474,611476,609597,540368,94472,999995,90524,85039,34925,53302,15247,64450,0
428184,20,3,1,1,-2,-2,8,6,1,6,-83458,955645,64206,118385,703395,333230,93705,80588,64591,98366,61382,79845,1
633222,27,1,1,1,2,-2,2,7,6,8,768972,620533,74498,844208,8601,667552,75619,41141,70076,23945,20312,47491,1
152980,31,1,2,1,1,-2,6,0,-2,1,236113,934187,999918,148078,587829,835032,48066,14007,17715,52089,6800,64990,0
953927,78,4,2,2,6,2,-1,3,3,5,247323,963366,149175,248154,685813,-91690,56407,36924,83284,11608,29326,19715,1
512367,73,2,2,2,8,4,0,7,-2,3,-63977,572029,481216,825709,-78373,-37113,50746,48163,70011,17170,55387,94166,1
346851,76,3,3,1,8,-2,0,1,9,1,528383,984423,65833,369730,858915,968548,52068,87226,75142,82052,28196,53736,1
219329,38,1,1,2,-2,-2,8,7,3,0,716444,307440,169154,780803,261346,365865,82581,77361,54259,63077,27987,68840,1
267354,44,3,1,2,1,9,6,9,1,2,870315,286719,140883,963920,47496,973765,60493,68431,64168,25718,85655,5873,0
533406,76,2,3,2,-2,8,0,0,5,0,489154,829288,-63041,252076,690712,183600,893,91147,11441,50019,44542,16868,1
71215,51,3,3,2,0,9,7,5,5,5,-13537,410915,236976,386415,803286,418505,73217,90734,25571,76667,25474,20014,0
721195,31,3,1,1,1,3,2,4,6,8,729693,724107,138663,553818,953456,727740,63829,93968,90917,79295,43521,53434,1
321573,32,3,2,1,-2,8,3,4,4,9,146685,27793,739257,785637,-34344,563982,94993,63994,1232,13829,33671,94241,0
878584,47,4,1,2,2,-1,3,2,8,3,478857,-75121,838251,157239,-38351,694613,26804,19803,39933,24756,1579,77484,1
642336,20,2,2,2,3,-1,3,9,5,8,-97757,870502,333573,298791,119913,507246,48243,70055,38011,16328,9776,78237,1
179530,70,2,1,2,-2,9,-2,-2,8,3,879929,331437,614278,486391,624190,127768,7133,60570,9638,17729,37769,60025,1
187241,25,3,1,2,7,4,3,3,0,4,945410,675313,203064,124767,340901,616508,15844,56125,68293,29356,85954,218,1
148731,27,3,3,2,8,6,-2,3,7,9,904169,31104,888076,-50782,382297,681824,49974,70933,88034,44040,43023,94569,1
463830,23,2,3,2,7,5,3,0,1,4,675886,38741,91610,257177,-43400,679914,79745,22496,12318,83400,80664,69975,1
774265,24,1,2,2,9,-1,7,2,1,5,329573,813727,254850,748730,766872,663681,60882,34827,65328,80666,4075,71110,0
349384,44,4,2,1,9,4,3,6,3,2,52640,199519,634028,790946,-75885,145776,89507,54598,59651,53740,62362,53965,1
436009,41,2,1,1,1,2,0,4,4,2,930904,889367,561164,209543,312148,598559,3045,99954,10264,49815,87376,11099,0
123688,47,3,3,2,1,8,0,5,6,3,722985,234257,91244,64361,58828,454426,62732,22427,38051,22856,85587,92085,0
318617,58,1,2,2,-2,7,3,6,7,1,-58143,555771,101726,199292,792089,805085,25870,53196,18847,98293,12864,46930,0
893194,42,1,2,1,-1,9,-1,3,3,-1,231255,961988,344709,179787,155857,248108,41267,31550,62079,23255,92506,33322,1
754748,23,1,2,1,8,1,9,2,-1,-1,638696,76223,200243,26556,113824,418797,78964,57755,47656,23398,7356,10890,0
500834,71,4,1,2,7,9,2,7,7,-1,330672,522554,-60749,179492,155886,48597,71106,52267,19687,32331,67031,32032,0
903388,23,4,2,1,2,7,7,2,7,-1,483503,938709,447184,-97909,212404,820938,98922,39689,26245,9775,68540,12375,0
390596,66,2,2,1,-1,1,0,2,4,2,765729,570531,681388,417634,83428,571531,82599,17689,65035,28521,58221,5919,1
721111,78,2,3,2,0,1,2,1,7,-1,346010,743256,976313,8103,182961,138993,70778,59719,19074,88256,37204,92370,1
922743,40,2,3,1,6,6,0,-1,6,4,200274,979668,494735,509190,834714,742805,30436,6812,17296,54700,14959,44486,0
744275,56,2,3,2,2,4,-1,4,5,8,846828,600950,399335,658524,430261,643838,62984,83687,75606,97019,37477,69153,1
981758,75,3,1,1,-2,4,1,4,1,1,502854,326043,653224,837744,401744,336305,74766,15281,62968,69539,733,81192,1
279150,60,4,3,2,2,1,2,5,-1,7,293067,914166,739765,389568,759922,261523,14966,30041,96938,91414,78591,4238,1
259243,21,1,3,1,0,6,3,5,5,2,432443,479703,750795,788079,784996,946330,7256,31644,99149,52186,57624,76581,1
608506,78,3,3,1,-2,5,-1,8,3,-1,298358,941971,699584,452941,842006,204457,61104,54618,55240,54609,9828,59760,1
206416,26,2,3,2,0,7,0,5,9,9,-2066,31888,728095,957011,599855,188223,4262,47606,95154,31559,56844,76338,0
961344,68,2,2,1,8,1,0,6,5,-2,636823,-19247,585441,212383,131990,486624,14759,91083,68854,13461,87010,29168,0
566718,35,3,1,1,3,3,3,3,8,6,819261,217175,205787,873205,440221,492196,41502,72473,74912,2641,92669,39165,1
33091,36,1,2,2,7,1,-2,1,6,3,254880,310052,898270,77614,-30514,768572,61296,58688,88487,8366,41687,7622,0
791413,39,4,2,1,2,-2,4,-1,0,2,326831,588799,812766,326436,208208,671244,83856,25105,74169,67676,52340,22783,1
960487,77,4,1,1,9,2,5,2,5,2,671158,870777,421331,546355,333630,544709,13401,49840,97170,24405,46637,62650,1
558277,42,1,2,2,9,7,4,3,7,-1,873792,918254,230772,743090,-53583,623101,61420,39694,13447,48927,87538,39681,1
85451,53,4,3,2,-2,8,1,4,5,5,14977,642241,-6092,485538,125392,422472,34679,80511,18826,6282,47703,45263,1
28990,30,2,1,2,8,0,4,3,2,1,138479,883008,58815,927041,387630,202434,66782,40565,26501,35206,29242,76131,1
362414,53,2,2,2,-1,-2,-2,1,3,1,90063,134199,88501,453659,-39014,681376,27948,85984,79101,59894,66368,23088,0
876792,52,2,2,2,2,-1,5,1,2,5,-38620,320485,587297,271231,551135,832611,83982,44064,22928,88581,10457,88396,1
260541,45,2,3,2,6,-1,7,4,3,1,780553,779289,-63674,832853,-46685,806846,40262,98873,9917,8840,33358,11229,1
832513,21,1,2,2,8,5,7,-2,-2,-2,865053,854549,141594,749629,330122,507630,98067,96629,96071,54671,97079,40859,0
676393,42,4,2,2,9,1,0,0,7,1,852034,838733,68654,816512,18626,-82267,46340,86899,62303,87186,18430,21799,1
380416,60,4,2,1,9,0,6,7,7,7,599519,-29453,958767,-39486,240606,432514,27373,84410,39618,15685,55816,36194,1
812673,41,3,1,1,2,1,-2,-1,7,-2,-63053,244870,876171,151730,292040,5697,91087,97612,97643,37112,66491,31818,1
134932,77,1,1,2,2,7,3,-1,-1,3,-35863,234083,257705,-27040,974250,545800,73652,77887,48993,9094,68572,61421,1
278083,53,4,2,1,-2,-2,-2,4,5,-1,975702,451209,280808,887727,989788,790517,92268,96065,20812,75362,57365,67677,0
123000,79,4,2,2,2,-2,5,2,-2,8,760516,492803,803119,243578,661893,266759,8879,94391,37334,74935,9631,79212,0
712922,34,3,3,1,5,2,0,9,6,6,979944,722037,-32277,-7019,124580,708284,76574,72646,60428,68421,74536,90057,1
569351,29,2,1,1,6,4,1,0,4,7,-47782,68849,45449,479629,200794,294041,95982,31298,2263,10654,6825,45973,1
503216,34,4,1,2,7,6,9,6,-2,1,581858,299236,128381,717432,407020,585482,87018,65904,80329,64931,9396,75922,0
742081,61,2,1,1,0,4,3,6,2,8,728912,25060,118988,206824,125681,539115,10050,85300,5148,61884,23758,7021,1
692405,48,3,2,1,1,8,1,0,-1,5,586348,976938,223226,-771,728019,837668,71338,44262,60251,46823,6426,34833,1
519850,76,4,3,1,4,2,5,-1,8,8,222803,387355,559769,494348,682472,521465,28588,15922,13731,91332,27322,58794,1
447985,42,2,3,2,4,0,6,0,9,-1,-47588,978620,157612,87612,159156,677609,24448,28112,37263,99467,35300,54893,1
843550,78,1,2,1,-2,5,2,6,-2,2,20996,59116,14139,380674,177902,-6384,85401,13475,52480,6612,32268,89297,0
94703,36,2,2,1,8,9,-2,5,-2,9,760686,614373,580818,526576,170921,959074,13054,71006,67015,54993,27869,79212,1
505164,79,2,3,2,3,4,5,0,2,8,520905,63375,321228,702276,19868,471206,66076,18123,97967,63339,11630,89285,0
424841,28,2,3,1,9,1,-1,1,1,5,88059,560702,294039,169113,160219,345189,68831,43411,66031,83065,71561,71930,0
770084,69,2,1,1,6,-2,3,2,2,-2,481824,164037,-49162,46459,470798,462873,11633,49312,37553,68237,7891,9544,0
662845,55,1,2,1,2,0,3,1,3,3,904346,679845,960087,223309,36822,-78722,96638,89147,18689,25219,54706,30473,1
299220,28,3,1,1,5,8,8,9,-2,-1,621383,158197,630097,473537,-95029,530954,49755,34366,42155,93863,9908,27934,1
263317,35,2,3,2,8,5,4,8,-1,2,513439,934297,617492,373985,219934,152224,61853,26706,38089,68568,62160,25040,0
205877,55,2,1,2,7,-1,9,9,-1,-2,794227,748176,730046,158068,433711,-17494,93209,44536,22058,61784,56777,90678,1
841037,67,4,3,2,8,6,6,-1,2,9,28282,871297,-79561,-96295,60110,697286,42581,767,10834,2486,90130,36865,1
356709,70,4,3,1,6,1,-2,8,9,1,329195,971612,910281,193186,506512,698134,3927,65025,14490,18810,34867,19511,0
491725,52,1,1,2,7,4,7,6,7,0,491980,803653,935214,585330,609094,213664,2668,43198,96430,9886,56533,65566,0
835553,74,1,2,1,7,7,9,-1,6,7,868946,750118,769543,69440,640069,222529,74137,84808,19875,76406,9406,63635,1
992605,50,1,1,1,0,9,5,2,4,2,67631,97120,706641,806568,107434,852488,1990,87968,46825,97773,21187,23858,0
827865,25,4,1,2,-2,4,8,8,7,5,729490,698047,75597,627645,617817,330446,65708,24347,31668,13673,17845,95157,0
577597,29,2,2,2,-1,9,2,6,1,6,-24896,745845,4124,895566,149285,807638,14887,82947,44231,86525,82165,5370,1
863900,35,4,2,2,2,5,3,5,2,2,-56913,-87517,131254,680862,-56663,106001,93505,91742,38729,11408,68861,70773,0
447470,23,3,1,1,7,4,5,-2,8,6,61842,3038,873193,300706,624687,404888,55593,13233,89988,28499,37601,94502,0
863725,73,1,3,1,4,8,5,0,4,7,642271,323650,165664,409336,45539,637213,629,62462,75290,29102,55729,73580,0
368402,41,1,1,1,8,1,9,7,7,1,275966,-77770,663944,560158,727908,533469,93706,45075,8367,16580,69866,65894,1
965357,32,1,3,1,3,9,8,6,6,9,888268,183064,617827,37082,748758,456641,24262,27225,22665,81500,14422,78118,1
834837,35,3,2,2,1,4,4,0,9,2,878915,188193,-94582,695963,731814,941810,29365,60493,50145,40613,79943,8573,1
994156,71,2,2,2,6,2,4,8,7,8,244517,555045,839350,617740,773822,382867,51085,60969,87904,7544,4991,80977,0
577815,48,2,3,1,9,9,9,1,4,6,760249,204523,775543,639840,311476,104253,3006,9921,55109,22339,3128,58554,1
873659,25,2,1,1,8,7,9,0,8,8,687594,619481,360236,441562,636594,804475,60108,73656,62915,86629,83744,61936,1
927996,45,1,2,2,1,4,-2,4,-1,6,835811,976612,130741,825745,883180,13705,76416,58499,2603,1529,79802,54663,1
758778,30,2,3,2,0,0,5,6,1,-1,929344,746414,47504,472031,241597,934042,31804,86032,39184,53417,57467,26178,0
149883,43,4,3,1,8,7,0,1,7,2,218483,135212,994519,247792,159687,296928,69476,87782,36806,12038,46034,11145,0
627632,48,1,1,2,2,8,2,6,1,5,142337,559977,985801,882237,991234,803074,23386,17539,64821,63294,33382,60433,0
165344,22,3,3,1,1,4,1,-1,8,-2,331500,377717,-33082,798905,569265,180267,45287,265,74719,78133,66624,24315,1
475226,71,3,3,1,-1,4,7,-1,6,1,221968,623308,300079,-34392,27724,-58008,66701,25115,14605,24865,83966,21696,1
757852,29,2,1,1,0,-1,0,6,5,5,297108,751846,338920,134694,102438,344031,10865,37720,48668,11585,91497,23248,0
581441,79,1,2,1,4,5,7,4,3,7,339486,788917,723640,982393,609150,603867,56348,35781,98916,16918,84610,82573,1
118042,20,4,2,2,9,4,2,2,5,9,451614,-77469,-7854,188879,774722,488091,35364,62005,68042,1079,73673,96728,1
64110,71,4,2,2,-1,6,0,2,4,-1,889495,220065,748132,469439,-3801,291647,15784,30958,68790,78457,68357,19959,1
155051,62,1,3,1,-2,9,6,6,5,-2,821932,934581,239173,108156,547233,718189,55249,65880,12130,4945,75865,23341,1
775419,45,2,3,1,-1,1,8,8,4,9,589484,729624,265513,258234,92325,421374,8853,91116,3827,96798,89027,46593,0
773461,77,3,1,1,9,6,6,1,-1,3,444735,157111,877957,683673,2798,-39034,88989,63266,59336,54190,18812,90467,0
38328,31,3,3,1,5,-2,3,8,8,3,674342,531577,333435,714403,788534,-47496,6271,29404,12023,58602,9105,86357,1
647199,33,4,3,1,5,2,0,-2,9,-2,190175,953205,473897,962141,992463,485883,28985,63175,64313,97157,88945,51436,1
285011,44,4,2,2,9,7,2,3,3,0,-51158,811300,177152,735530,887750,553759,4875,24182,32478,51805,45325,73756,1
69234,27,4,3,1,7,4,8,0,1,7,56158,895529,630579,765377,312987,33708,73441,56418,99388,2399,98636,756,1
822283,62,3,3,2,-1,1,5,-1,1,9,275920,206166,364646,102925,905365,609143,38841,24348,34264,4763,34679,86510,1
827711,23,4,3,1,3,4,6,1,7,5,770983,442269,738234,195564,218755,446343,64099,2186,16508,96179,51717,30668,1
782791,47,3,1,1,8,9,0,6,3,6,-63634,378994,106221,182432,710067,142669,26979,8391,47435,70137,86134,78182,1
237135,26,3,3,1,9,6,2,5,5,9,484516,245768,80487,625877,-98336,419182,14331,93289,14512,58970,88610,1571,1
607690,29,2,1,1,8,2,-1,9,2,5,205557,686453,483102,750748,950437,282292,70895,78946,48409,45735,60189,41706,0
811881,70,2,2,2,8,2,-1,4,0,-2,59322,472954,816933,246586,951407,244629,73489,79257,20248,21840,65405,75202,1
348365,76,2,3,2,4,-1,-1,-1,9,8,625207,552929,594403,651805,621462,651033,14268,26099,41822,89935,40682,63692,1
885512,77,4,1,2,-2,2,9,-2,-2,1,956132,688360,587124,381306,219511,394158,19132,55288,32394,63897,86226,11221,1
539739,55,3,2,1,4,5,3,9,2,9,644613,514046,137618,386749,94378,420779,25540,97333,30593,76890,36789,38647,0
97178,21,4,3,2,9,1,0,4,0,6,657546,353134,105823,361387,682643,167716,45530,84250,70216,85432,51093,28294,1
968820,45,3,1,1,8,-1,7,9,0,-2,32805,812461,171830,-20445,201315,680379,17316,27982,65975,93595,30244,30445,0
990568,72,2,1,1,5,5,2,7,1,9,653493,674634,168638,572242,400417,46608,81995,9289,98640,26840,68331,99552,1
860193,69,2,2,2,6,1,5,2,6,8,273621,20353,569524,504063,931880,766393,37141,59290,57214,47351,77353,8097,1
246562,33,4,3,1,5,2,2,8,1,1,646061,925653,810116,598091,991568,4379,73930,8959,69330,33325,55045,45317,1
311014,77,3,3,1,0,9,-1,5,2,7,904684,235257,164931,180936,226822,905098,80137,15595,21896,64690,67031,10332,0
368710,35,4,3,2,5,4,3,2,7,4,854398,879901,561467,722698,79188,836343,62819,77462,30051,25493,35504,4723,1
395893,73,1,1,2,0,8,-1,7,2,4,-4010,340782,408371,235084,461028,563381,93308,64501,35598,1102,92371,99024,1
133765,62,4,3,1,3,2,5,2,-2,4,631347,-9663,582367,577313,-43770,-54895,49061,65394,67036,2467,88286,91686,1
397025,61,2,1,2,1,7,-1,5,4,7,356169,183478,607587,-49817,38283,790847,50495,14072,58161,96454,51057,67407,1
958377,36,3,1,2,4,1,4,6,-1,1,753193,73165,973849,500804,229358,864644,6993,8749,71922,91580,27024,37754,0
138389,65,3,2,2,5,4,1,-1,3,5,134117,920681,767511,715898,742232,88016,99576,80822,78336,39509,70698,925,1
723987,41,4,1,1,7,1,1,5,8,0,97848,403291,607376,-43332,125085,857597,5875,75802,92738,76253,85658,44603,0
207227,23,2,2,1,3,7,5,4,1,6,973605,81597,910457,845480,298375,256271,60842,13966,48027,40457,75072,78669,1
502402,38,1,2,2,7,9,1,5,2,3,13333,886157,892042,790768,102189,640310,8811,74048,60470,29336,37142,55803,1
821804,21,4,3,1,1,1,5,0,9,4,581104,821333,129333,614881,111852,859466,25594,48013,52132,24748,40152,79316,1
