age,gender,driving_experience,car_age,car_value,car_category,annual_mileage,traffic_violations,previous_accidents,urban_driving_percent,night_driving_percent,credit_score,married,children,has_garage,education_level,income_level,claim_occurred,claim_amount
79,male,21,16,55325,SUV,47908,0,0,45,73,305,1,1,0,masters,131464,0,0.0
71,male,11,1,54490,sports,24115,0,0,24,60,530,0,1,0,phd,35770,0,0.0
77,female,15,10,79796,sports,28961,0,0,97,56,700,1,1,1,phd,196049,0,0.0
78,female,39,17,54993,truck,48083,0,0,8,0,322,1,0,1,bachelors,74128,0,0.0
64,male,37,10,50706,sedan,48182,1,0,63,31,460,0,1,0,bachelors,46068,0,0.0
31,female,41,17,47817,sedan,3017,1,0,99,31,493,0,1,1,high_school,97226,0,0.0
73,male,36,7,69544,sedan,5223,1,0,30,26,565,0,2,0,phd,114533,0,0.0
56,male,28,14,96434,SUV,35952,1,0,18,12,382,1,0,0,masters,169512,0,0.0
42,male,17,8,60710,SUV,24075,0,0,64,16,467,0,1,1,masters,39436,0,0.0
37,male,9,14,55799,sedan,7531,0,1,87,27,643,0,0,0,masters,104253,1,5524.897062912664
19,female,41,6,65964,sports,5666,0,0,97,88,311,1,0,1,phd,33454,0,0.0
56,female,38,19,58678,sports,24781,2,1,16,51,833,1,1,1,phd,194495,0,0.0
23,female,17,12,76150,SUV,45023,0,0,33,35,829,1,0,0,high_school,180467,0,0.0
34,female,0,12,65438,sedan,36236,1,0,98,46,749,0,0,1,bachelors,148899,0,0.0
76,male,38,0,82223,sports,41059,0,0,35,65,789,0,1,1,phd,199131,0,0.0
42,female,20,19,66926,sports,41023,1,0,12,31,466,1,1,1,masters,160214,0,0.0
74,male,0,3,8801,SUV,37688,0,0,58,31,764,0,2,1,phd,169281,1,9915.617699937819
45,female,14,3,46048,SUV,5236,0,0,88,69,306,0,2,0,bachelors,83095,0,0.0
19,female,3,3,45144,sports,2939,1,0,75,94,462,1,2,1,bachelors,66140,0,0.0
52,female,19,12,99478,sedan,37624,0,0,20,54,494,1,3,0,masters,55155,0,0.0
54,male,9,1,15148,sports,33818,1,1,64,72,618,0,0,1,high_school,74126,1,933.2382058431249
22,male,22,14,87819,sports,16926,1,0,5,79,429,1,1,0,bachelors,166523,0,0.0
18,male,40,3,24861,sedan,28552,1,0,10,88,408,0,1,0,bachelors,119558,0,0.0
57,male,33,5,66717,SUV,31100,0,0,79,39,518,1,0,0,bachelors,121912,0,0.0
29,female,45,2,27480,sedan,2360,0,1,21,27,805,1,1,1,bachelors,189098,0,0.0
73,male,47,6,23637,sedan,40573,0,0,10,80,728,0,0,0,bachelors,20881,0,0.0
53,male,32,5,49621,sedan,45696,0,1,36,30,543,0,1,0,phd,69927,0,0.0
62,female,33,2,65304,sedan,12994,0,0,25,86,737,0,1,0,masters,147777,0,0.0
40,female,38,3,52431,SUV,25941,0,0,56,30,606,1,1,1,phd,109882,0,0.0
64,male,9,9,93921,sports,28531,0,0,25,25,554,0,1,1,high_school,180405,0,0.0
48,female,19,8,61172,truck,36813,0,0,20,3,626,1,0,1,bachelors,70759,0,0.0
28,male,0,5,30437,SUV,12093,0,0,56,57,708,0,1,0,high_school,110464,1,4261.199951237868
27,female,12,19,13149,sedan,34025,2,0,25,78,300,0,1,0,high_school,30278,0,0.0
20,male,0,10,19671,sports,12651,0,1,14,22,493,0,1,0,masters,184936,0,0.0
71,male,4,6,28119,sports,33812,0,0,62,68,663,0,1,0,phd,27029,0,0.0
31,male,15,17,51117,sedan,25844,0,0,34,59,421,0,2,1,high_school,89653,0,0.0
33,male,14,3,21279,SUV,18718,0,0,10,42,663,0,1,1,high_school,170339,0,0.0
27,male,48,4,73835,sedan,49122,1,2,72,88,303,0,2,0,high_school,148775,1,2553.9302007625092
46,female,27,3,9803,sports,14589,1,0,86,93,448,0,2,1,high_school,103380,0,0.0
27,male,30,3,87897,sports,40768,0,0,67,25,360,1,0,1,bachelors,115592,0,0.0
29,male,22,12,65805,SUV,21022,0,0,93,66,416,1,5,1,masters,30965,0,0.0
47,male,47,15,23201,truck,48248,0,0,91,67,537,1,0,1,masters,89685,0,0.0
58,male,44,13,33634,sedan,39853,0,0,88,54,437,0,1,1,masters,73618,0,0.0
18,male,42,10,19760,truck,1234,0,0,85,46,757,1,4,1,high_school,167552,0,0.0
22,female,16,1,15826,sports,7834,3,0,88,81,784,1,3,0,high_school,160148,0,0.0
37,female,48,13,91821,truck,16055,0,0,89,58,381,0,2,0,bachelors,127025,0,0.0
25,male,33,6,50775,sedan,4207,0,1,49,74,346,0,0,1,high_school,187559,0,0.0
60,female,12,10,79676,sedan,3400,0,1,28,74,643,1,1,1,phd,195750,1,6681.154949305845
29,male,13,3,11798,sports,10609,0,0,63,99,638,1,0,1,phd,167334,0,0.0
18,female,10,6,71103,SUV,22473,1,0,40,15,535,1,0,0,high_school,150441,1,5237.379052633057
74,female,27,15,82160,SUV,46330,2,1,95,57,763,1,1,0,phd,82499,0,0.0
71,male,41,5,82751,sports,24935,1,0,25,88,675,0,2,1,phd,26461,0,0.0
37,female,31,5,78502,sedan,24874,0,0,27,0,422,0,4,0,masters,164753,0,0.0
45,female,34,1,56410,SUV,41508,1,0,83,89,545,1,0,1,high_school,59986,0,0.0
74,male,30,7,45888,truck,26015,1,0,47,44,553,1,0,0,masters,134654,0,0.0
60,male,16,6,54047,sports,15184,2,2,65,93,580,1,2,0,phd,26430,0,0.0
54,female,46,13,50955,truck,47806,0,1,22,5,366,1,2,0,masters,121971,0,0.0
64,female,8,8,6982,sedan,30543,0,0,38,90,832,0,0,0,phd,48914,0,0.0
54,female,9,14,38864,SUV,1650,0,0,68,51,833,0,1,1,masters,58178,0,0.0
29,male,7,17,84118,sedan,33389,0,0,20,18,474,1,0,1,high_school,77264,0,0.0
54,female,20,11,90490,truck,28328,1,1,85,42,490,0,0,1,phd,143934,0,0.0
66,female,12,18,44265,sedan,20416,2,1,48,18,584,1,0,0,high_school,177536,0,0.0
66,female,49,12,51313,sedan,14119,0,0,74,38,604,1,0,0,bachelors,81047,0,0.0
73,male,4,6,49350,sports,8644,0,0,93,31,706,1,2,0,phd,115984,0,0.0
61,male,5,9,20378,sports,9653,0,0,91,64,631,0,1,0,masters,146019,0,0.0
73,male,29,9,74815,sedan,15416,0,0,35,88,604,0,2,0,bachelors,174593,0,0.0
45,male,30,1,32924,sports,25897,0,0,80,46,636,1,2,1,high_school,63792,0,0.0
64,female,16,13,87593,sedan,2874,1,0,84,12,329,1,0,1,high_school,168961,1,7556.720335681021
32,male,10,12,12312,truck,11429,2,0,36,73,739,0,1,0,high_school,85631,0,0.0
23,female,19,5,35353,sports,13213,0,1,99,81,557,0,2,1,bachelors,167680,0,0.0
61,female,47,8,91450,sedan,49987,2,0,88,35,533,1,2,1,phd,162681,0,0.0
76,female,8,12,21192,sports,18640,0,1,87,85,325,1,1,1,phd,81662,0,0.0
78,female,1,8,22450,sedan,37008,0,0,93,69,822,1,2,0,high_school,174907,0,0.0
37,male,36,12,10432,sports,16802,0,1,41,26,683,1,0,1,high_school,199453,0,0.0
67,male,0,4,62225,SUV,17122,0,1,61,71,835,0,1,0,high_school,54469,0,0.0
31,male,3,13,83711,sedan,22653,0,0,98,23,692,0,1,0,bachelors,149143,0,0.0
19,male,35,4,70604,SUV,44671,1,0,84,19,761,0,2,0,bachelors,137063,0,0.0
26,male,24,8,15295,sedan,25101,0,1,5,85,437,0,2,1,high_school,166147,0,0.0
54,female,2,7,11774,SUV,2409,0,0,84,8,409,0,0,1,masters,24690,0,0.0
37,male,8,6,17190,sedan,44388,1,2,7,38,774,0,3,0,phd,172091,1,355.2828570850715
43,male,21,7,36286,sports,35600,1,0,68,82,627,1,0,1,bachelors,171236,1,1734.7530983381746
46,male,22,2,81325,SUV,19408,0,0,39,0,505,0,2,0,phd,51831,0,0.0
18,male,11,14,99450,sports,6736,0,1,9,10,370,1,3,1,bachelors,183188,0,0.0
72,female,9,7,77427,sedan,5993,1,0,30,73,509,0,1,1,masters,39065,0,0.0
52,female,33,0,92513,sports,44871,0,0,29,0,484,0,1,1,bachelors,29729,0,0.0
23,female,42,6,69014,sedan,48165,1,1,50,90,682,0,0,0,phd,36106,0,0.0
54,female,9,18,80852,sports,32247,0,0,84,80,698,0,1,1,masters,173681,0,0.0
70,female,29,1,60256,SUV,29821,1,0,35,43,844,1,1,1,masters,61825,0,0.0
76,male,21,13,63630,sedan,4213,0,0,60,50,613,1,3,0,masters,77741,0,0.0
22,female,5,17,96190,sports,44123,0,1,26,16,527,1,0,1,masters,41193,0,0.0
50,female,49,14,67771,sedan,30495,1,0,34,65,445,0,0,0,phd,186245,0,0.0
66,female,1,13,56715,sedan,7208,0,0,59,22,321,0,0,0,masters,63807,0,0.0
68,male,29,18,12466,sedan,10644,0,0,31,40,599,0,1,0,phd,52948,0,0.0
31,male,1,18,22637,truck,7453,0,1,89,58,564,1,1,1,bachelors,58402,0,0.0
29,female,31,16,73745,sedan,12093,0,0,3,73,349,1,1,1,phd,34895,0,0.0
59,male,41,18,41317,sports,47509,0,0,90,93,674,0,0,1,high_school,25384,0,0.0
37,male,15,15,54766,truck,12263,0,0,99,98,360,0,1,1,masters,151274,0,0.0
70,female,11,19,8078,sports,1305,0,1,26,24,318,1,1,0,phd,139567,0,0.0
67,male,0,18,32299,truck,35152,1,1,46,16,607,0,1,1,bachelors,193911,1,11152.079152809358
41,male,7,0,8543,sedan,33021,0,2,5,18,836,1,1,1,high_school,75582,0,0.0
76,male,47,18,99627,SUV,18958,0,1,81,81,506,0,1,0,high_school,128676,0,0.0
60,female,49,6,56052,SUV,1872,1,0,25,81,624,1,1,0,bachelors,86656,0,0.0
79,female,12,10,99483,sedan,42128,0,0,23,45,374,1,2,0,high_school,89494,0,0.0
51,female,14,4,27064,truck,22962,0,0,70,34,717,1,0,0,high_school,183933,0,0.0
42,male,43,16,77287,sports,43563,1,0,43,73,627,1,0,0,phd,45615,0,0.0
67,female,7,10,85442,SUV,18414,0,0,13,22,580,1,0,1,masters,107499,0,0.0
46,male,9,7,88632,sedan,10926,0,0,12,85,374,0,0,1,phd,85746,0,0.0
74,male,45,9,19425,sedan,49259,0,0,25,43,540,0,1,1,masters,75854,0,0.0
56,male,4,11,56481,truck,40673,0,0,42,8,304,1,0,0,phd,71642,0,0.0
48,female,49,9,82347,SUV,38210,1,0,42,31,514,1,1,1,bachelors,126594,0,0.0
73,female,18,12,88114,sedan,16290,1,0,65,89,786,0,0,1,masters,110132,0,0.0
64,female,46,17,77317,SUV,4667,0,0,86,92,656,1,2,1,high_school,125652,0,0.0
60,female,37,9,91826,sports,18660,0,1,27,58,693,1,2,1,high_school,84996,0,0.0
67,male,10,18,55530,sedan,7553,0,0,0,41,454,1,0,1,phd,69712,0,0.0
40,female,42,19,86099,sedan,17926,1,0,95,61,690,1,2,0,masters,60335,0,0.0
61,male,19,16,30888,sports,5808,1,0,11,18,668,0,0,0,bachelors,56111,0,0.0
55,female,19,19,32491,sedan,29612,0,0,49,92,328,0,2,0,bachelors,164406,0,0.0
37,female,20,15,37352,truck,41499,1,0,52,34,722,0,1,1,masters,151179,0,0.0
40,female,17,4,26676,sports,29015,0,0,59,75,308,0,0,1,bachelors,172387,0,0.0
79,male,49,2,70836,truck,34351,1,0,54,7,499,1,0,1,phd,84092,0,0.0
62,male,9,14,42463,sports,10138,0,0,34,88,744,0,3,1,bachelors,91332,0,0.0
69,male,33,1,53990,sports,41463,2,0,60,90,633,0,4,1,high_school,183644,0,0.0
33,male,25,12,91544,truck,37241,1,0,25,42,529,0,2,1,masters,170279,0,0.0
67,male,29,7,68627,sports,2198,1,0,30,44,692,1,1,0,masters,70923,0,0.0
59,female,8,16,25221,SUV,28447,1,0,56,5,607,1,1,0,high_school,71652,0,0.0
77,male,45,3,99870,truck,37763,1,0,11,12,630,0,1,1,high_school,128138,0,0.0
72,male,30,18,90837,sports,13113,0,0,92,10,659,0,2,0,masters,181308,0,0.0
25,male,41,8,77843,truck,29749,0,1,4,69,482,1,1,0,masters,87698,0,0.0
67,male,3,14,56313,sports,38303,1,0,98,68,686,1,2,1,high_school,173993,0,0.0
38,female,5,8,34251,sports,39639,0,0,6,6,408,0,2,0,bachelors,184791,0,0.0
18,male,13,8,51586,SUV,20687,0,0,15,54,638,0,3,0,phd,132497,1,2702.347551809063
72,female,3,13,79418,SUV,3447,1,0,95,54,499,0,0,1,high_school,153739,0,0.0
25,female,25,15,58884,SUV,10408,0,0,51,18,480,1,2,1,phd,193640,0,0.0
46,female,46,16,57620,sports,40612,1,0,80,5,839,0,2,0,bachelors,48309,0,0.0
49,male,47,12,15040,SUV,18674,0,0,20,88,736,0,2,1,masters,114985,0,0.0
55,female,38,8,76677,truck,13413,0,0,26,8,339,0,2,1,masters,50099,0,0.0
22,male,16,14,50878,sports,48937,1,0,78,19,521,0,1,1,masters,99450,0,0.0
64,male,18,6,10969,truck,8549,1,0,22,24,596,0,1,1,masters,131604,0,0.0
39,male,48,0,18162,SUV,24071,0,1,71,49,328,1,0,0,masters,105093,0,0.0
64,male,5,0,70435,sports,9693,1,0,24,71,501,1,0,0,high_school,48937,0,0.0
51,male,28,4,79667,truck,44831,1,0,10,49,784,1,1,0,masters,147058,0,0.0
18,female,10,8,10037,sedan,17770,1,0,62,37,429,1,1,0,phd,82376,1,1986.6636432434918
72,female,15,11,65526,truck,42371,0,0,56,65,347,1,1,1,masters,74991,0,0.0
72,male,29,5,92914,sports,3006,1,0,84,56,715,1,0,1,phd,52039,0,0.0
43,female,24,12,19693,sedan,6213,1,0,53,21,756,1,5,0,phd,148971,0,0.0
60,male,39,7,97162,SUV,37636,0,1,9,55,348,1,1,0,masters,82724,0,0.0
27,female,10,14,64090,SUV,10530,1,0,49,35,375,1,0,1,masters,151882,1,13914.971812137499
47,female,6,5,7451,truck,48128,1,1,72,50,845,0,2,1,bachelors,86546,0,0.0
67,female,25,5,70560,SUV,7637,0,0,0,67,547,0,0,0,masters,74978,0,0.0
35,female,21,3,10962,truck,5964,1,1,85,0,589,1,0,1,phd,49847,0,0.0
34,female,24,10,94552,truck,35070,0,0,69,47,834,1,4,1,bachelors,164757,1,7345.268329679708
43,male,18,17,21444,truck,8749,1,1,29,32,830,0,3,1,phd,191353,0,0.0
25,male,30,2,45443,truck,1846,0,0,54,23,735,0,1,1,bachelors,164030,0,0.0
64,female,25,2,21506,sports,14390,2,0,97,48,682,0,0,0,phd,152213,0,0.0
57,male,41,11,43384,sports,14735,0,0,76,68,395,1,0,0,masters,61666,0,0.0
66,female,40,5,29248,sedan,24905,1,1,85,57,550,0,1,0,bachelors,24030,0,0.0
29,male,35,5,51162,sedan,15876,0,2,5,47,540,1,1,0,phd,27541,0,0.0
44,female,22,7,47690,SUV,14967,1,0,23,56,604,1,3,1,masters,122380,0,0.0
25,female,46,14,74625,sports,19262,0,0,84,63,739,0,0,1,bachelors,48484,0,0.0
42,female,12,17,73008,sedan,37873,2,0,86,98,787,1,1,1,high_school,171750,0,0.0
63,male,24,19,65309,sports,21014,0,0,4,52,797,0,1,0,masters,102686,0,0.0
21,male,1,15,48237,sports,25054,0,0,6,59,431,0,0,0,phd,76224,0,0.0
50,female,1,5,40732,SUV,30955,1,0,2,89,701,0,2,1,masters,152172,1,411.3727000638755
18,female,15,16,13104,SUV,24051,1,0,12,42,675,0,3,1,phd,193502,0,0.0
36,male,8,8,88230,truck,29385,1,0,53,40,842,0,0,0,phd,23497,0,0.0
48,male,27,18,95266,sports,36587,0,1,62,25,670,0,1,0,phd,160958,0,0.0
33,male,12,17,39980,truck,28483,0,0,75,58,711,0,1,0,phd,141339,0,0.0
31,male,34,4,79990,truck,28653,1,0,5,48,454,0,2,1,bachelors,148051,0,0.0
70,male,40,5,44560,truck,41845,1,2,97,63,544,1,0,0,high_school,99628,0,0.0
65,female,12,11,14554,sports,45790,0,0,78,4,841,0,2,1,masters,103392,0,0.0
22,male,30,10,96049,sports,43018,1,1,46,43,374,1,1,0,phd,174736,0,0.0
58,female,20,15,50987,truck,31894,0,0,81,17,505,0,0,0,bachelors,74507,0,0.0
43,female,31,19,35985,sports,30842,0,0,54,56,727,1,2,0,bachelors,75158,0,0.0
79,male,33,16,95298,truck,20648,2,0,48,88,720,0,0,0,phd,177536,0,0.0
45,male,7,19,53167,sedan,32756,0,0,56,39,448,1,0,0,masters,181790,1,2529.3244891489894
19,female,40,8,45428,sports,23407,0,0,2,45,387,1,1,1,phd,122697,0,0.0
67,male,47,0,72238,SUV,45561,1,0,21,57,805,1,1,1,bachelors,32667,0,0.0
23,female,1,2,67723,SUV,18058,1,0,34,84,467,1,0,0,masters,85122,0,0.0
26,male,37,8,22038,truck,11070,1,0,27,23,488,0,0,0,high_school,161673,0,0.0
50,male,31,18,27219,sedan,40025,1,0,41,27,413,1,2,1,high_school,74088,0,0.0
58,male,39,12,9271,sports,34779,0,0,11,45,312,1,3,1,high_school,39909,0,0.0
42,female,27,13,32397,truck,17616,1,0,0,67,456,0,2,1,high_school,153878,0,0.0
65,male,36,19,79491,sedan,31373,0,0,99,71,480,1,2,1,phd,24552,0,0.0
30,female,40,18,34602,sedan,35941,1,0,93,53,619,0,3,0,bachelors,84809,0,0.0
26,male,0,6,59471,sports,37152,0,0,22,32,591,0,4,1,bachelors,111800,0,0.0
70,female,40,3,67150,SUV,1797,0,0,27,66,776,1,0,1,bachelors,144687,0,0.0
30,male,9,11,49227,SUV,40889,0,0,68,83,732,0,0,0,masters,136920,0,0.0
48,female,3,13,28116,sedan,14594,1,0,35,34,468,0,1,1,high_school,77761,0,0.0
58,female,34,1,11674,SUV,48754,0,0,53,38,701,0,2,0,masters,55592,0,0.0
28,female,9,0,22469,sedan,8690,0,0,46,46,457,1,1,1,high_school,101570,0,0.0
21,female,46,17,10446,sedan,13669,0,0,55,70,683,1,0,1,masters,180538,0,0.0
51,female,10,19,25760,sedan,19973,2,0,9,90,697,1,0,1,bachelors,197068,0,0.0
78,female,13,7,6963,SUV,22085,0,1,4,4,355,1,0,1,bachelors,105228,0,0.0
55,male,37,2,81002,truck,29787,1,1,13,36,372,1,1,0,bachelors,108050,0,0.0
63,female,11,5,32262,SUV,26084,0,0,23,0,772,0,0,1,masters,141435,0,0.0
21,female,44,12,10177,truck,25051,0,1,62,85,479,0,1,1,phd,160714,0,0.0
55,female,16,8,16160,SUV,12554,0,0,27,55,493,1,2,0,bachelors,44636,0,0.0
36,male,15,8,12543,sports,38639,1,0,20,6,683,1,0,0,bachelors,58596,1,5490.830869873585
23,male,34,19,87162,sports,14354,1,1,75,63,528,0,1,1,high_school,121263,0,0.0
51,male,1,8,44278,SUV,6289,0,0,19,7,565,0,0,1,masters,155259,0,0.0
35,female,10,14,34607,sports,25744,2,0,61,93,370,0,2,0,masters,53737,1,1767.6313608691082
30,male,40,12,90835,sports,18945,0,0,95,63,390,1,1,1,bachelors,76121,0,0.0
58,male,2,15,22221,sports,25243,1,1,50,56,375,0,0,1,phd,29211,0,0.0
40,female,28,1,8323,sports,49599,0,0,39,27,744,1,2,0,masters,181723,0,0.0
36,female,17,13,57105,truck,40054,1,0,84,25,496,1,0,0,phd,21653,0,0.0
62,male,19,5,81151,sedan,25227,1,1,80,33,483,0,2,1,phd,23362,0,0.0
28,female,46,1,71968,truck,28748,0,1,64,95,376,0,0,1,bachelors,156552,0,0.0
18,female,13,7,28238,sedan,17958,0,0,27,21,747,1,1,0,phd,117417,0,0.0
41,female,33,3,68830,sedan,47684,1,1,53,19,596,1,0,1,masters,112783,0,0.0
79,female,48,13,78967,SUV,10934,0,1,1,13,687,0,4,0,phd,112401,0,0.0
71,male,30,10,13330,SUV,46530,0,0,80,22,621,0,1,0,high_school,106307,0,0.0
24,female,39,13,49153,SUV,11550,0,0,13,66,720,1,1,0,masters,183703,0,0.0
42,male,41,11,13611,SUV,5024,1,0,13,18,845,0,1,1,bachelors,121429,0,0.0
38,male,17,15,18872,SUV,32772,0,0,43,77,605,1,0,0,masters,26671,1,2524.0104106577783
32,male,29,5,54455,truck,9722,1,0,81,38,645,0,2,0,masters,145721,0,0.0
18,male,24,19,39930,truck,3120,1,0,39,36,560,0,0,1,phd,162110,0,0.0
29,female,18,0,77022,sports,31089,1,3,33,98,645,1,0,0,high_school,42716,0,0.0
75,female,7,11,67714,truck,22348,0,0,64,0,448,0,1,0,phd,68041,0,0.0
24,female,27,6,93794,truck,6877,0,0,17,18,717,0,0,0,phd,170704,0,0.0
32,male,7,7,53716,SUV,44488,0,0,33,14,328,1,0,0,phd,43247,0,0.0
38,male,30,8,71704,sports,19904,1,2,86,88,762,1,0,0,phd,123679,0,0.0
36,male,2,1,5415,truck,21792,1,1,48,0,488,0,1,1,phd,162136,0,0.0
77,female,2,16,81441,truck,27037,2,0,79,30,364,1,0,0,masters,149381,0,0.0
46,male,43,19,75779,sports,18335,0,1,82,51,758,0,2,0,high_school,22237,0,0.0
42,female,21,12,87069,sedan,15659,1,0,54,42,523,1,1,1,high_school,25967,0,0.0
50,female,16,4,97556,SUV,30684,0,0,61,45,775,1,2,1,high_school,185323,0,0.0
66,female,35,9,93444,truck,1964,2,0,69,85,625,1,1,0,bachelors,41512,0,0.0
49,female,16,11,76435,truck,35902,0,0,23,49,818,0,2,0,high_school,190863,0,0.0
66,male,13,16,14888,sports,36012,0,0,80,19,491,0,1,0,masters,82214,0,0.0
52,female,8,5,50299,truck,36571,1,0,47,61,387,0,1,1,phd,33991,1,4430.6384493644955
61,male,29,2,63765,SUV,4911,0,0,79,42,757,1,0,1,phd,78355,0,0.0
55,female,20,14,67714,truck,12216,1,0,38,4,457,1,1,0,masters,33500,0,0.0
43,male,11,6,20935,sedan,2408,0,1,47,78,572,0,2,1,phd,85832,0,0.0
28,male,36,5,78002,SUV,22621,1,0,69,65,631,0,0,1,phd,132967,0,0.0
52,female,31,3,85631,sedan,21977,0,0,79,11,581,1,2,0,high_school,101558,0,0.0
25,female,10,18,81729,sports,14195,0,1,8,56,462,0,1,1,high_school,106995,0,0.0
63,female,19,4,6320,SUV,44938,0,1,28,59,473,0,0,0,high_school,152847,0,0.0
31,male,34,2,51032,truck,41431,1,0,67,54,407,0,1,1,bachelors,101930,0,0.0
27,female,46,8,82763,SUV,43577,0,1,59,70,600,1,1,0,high_school,76320,0,0.0
19,female,45,5,22907,SUV,8113,0,0,25,65,630,0,0,1,high_school,82788,0,0.0
63,male,10,12,43002,SUV,41910,1,0,37,71,443,1,3,1,high_school,39597,0,0.0
26,female,7,19,49838,sedan,23761,0,0,61,72,357,0,0,1,high_school,30758,0,0.0
20,male,3,3,43912,sports,25992,0,0,25,26,597,0,1,1,high_school,90778,0,0.0
38,female,26,1,5552,SUV,14778,1,0,13,27,487,1,0,0,masters,122843,1,6950.711368988499
43,male,43,3,25140,truck,22985,0,0,98,36,739,1,1,0,masters,179255,0,0.0
25,male,39,7,90591,SUV,5367,0,0,48,78,787,1,0,0,masters,116998,0,0.0
65,female,37,12,53737,SUV,46447,0,1,42,18,689,0,1,1,phd,29091,0,0.0
19,male,46,9,38367,sports,11786,3,0,87,93,319,0,1,0,phd,107278,0,0.0
23,female,29,17,85634,truck,46780,2,0,7,50,511,0,0,1,bachelors,108218,0,0.0
45,female,43,8,29061,truck,43706,0,0,39,12,835,0,3,0,phd,31197,0,0.0
70,male,47,0,85336,sedan,45461,1,0,24,44,519,0,2,0,bachelors,32725,0,0.0
46,female,47,12,47124,truck,31908,0,1,62,5,472,0,2,1,masters,191479,0,0.0
43,male,26,17,50638,truck,12051,0,0,3,93,300,1,4,0,high_school,158688,0,0.0
42,male,20,14,96115,truck,37746,0,0,14,0,767,1,1,0,high_school,193793,0,0.0
29,male,19,1,6982,SUV,16611,0,0,15,24,324,0,0,1,bachelors,157831,0,0.0
22,male,3,10,40765,sedan,5490,0,1,53,98,503,1,3,0,bachelors,115070,0,0.0
51,male,10,13,87606,truck,32313,0,0,10,25,500,1,1,0,high_school,94342,0,0.0
65,male,12,14,59681,truck,7377,2,0,27,12,490,0,1,1,bachelors,43490,0,0.0
54,male,8,13,68232,truck,10903,1,0,6,18,708,1,4,0,high_school,111321,0,0.0
32,male,3,15,67349,SUV,15567,0,0,37,9,777,0,1,1,masters,24783,0,0.0
61,female,11,14,68474,SUV,23885,0,1,23,44,603,1,1,1,bachelors,171449,0,0.0
53,female,8,18,34513,sedan,29222,1,0,94,70,835,0,1,0,masters,149441,0,0.0
32,male,12,8,27592,sports,49556,1,0,67,14,381,1,0,0,bachelors,95679,0,0.0
60,female,47,4,28618,sedan,27606,1,0,36,86,846,1,1,1,masters,126791,0,0.0
65,female,25,4,56632,SUV,18440,1,0,34,99,845,0,5,0,masters,190500,0,0.0
40,female,37,10,20409,truck,3260,0,0,5,30,561,0,2,0,phd,86057,0,0.0
23,female,41,19,14529,truck,31267,0,0,32,7,476,1,0,1,phd,134147,0,0.0
63,female,12,3,29154,sedan,28002,1,0,95,29,514,0,1,0,bachelors,140029,0,0.0
67,female,38,19,37882,truck,17833,2,1,98,97,440,1,0,1,bachelors,143565,0,0.0
61,male,27,17,49917,SUV,4498,0,0,80,96,567,0,1,1,masters,187455,0,0.0
76,female,18,2,87488,sedan,47729,0,0,53,0,438,1,2,1,masters,99804,0,0.0
60,female,23,3,20701,sports,11518,0,0,95,15,346,1,1,1,high_school,87156,0,0.0
62,female,18,13,80281,SUV,13501,3,0,13,10,359,0,1,1,phd,48585,0,0.0
38,female,48,6,94871,SUV,23254,0,0,18,26,360,0,0,1,masters,107921,0,0.0
40,male,12,7,73225,truck,35076,1,0,87,85,394,1,1,0,bachelors,191289,0,0.0
60,male,12,15,57492,SUV,16902,1,0,10,39,774,0,0,0,high_school,170920,0,0.0
72,male,27,19,7988,SUV,34485,0,0,70,82,339,1,1,1,phd,199652,0,0.0
33,male,1,14,40919,sports,26545,1,0,44,43,645,0,0,0,high_school,157270,0,0.0
64,female,9,6,53426,truck,4345,0,1,59,69,626,0,2,0,masters,123047,1,3880.5023612709965
70,male,21,16,57167,SUV,16370,2,0,87,56,736,0,3,1,high_school,43607,0,0.0
77,male,12,11,14013,truck,47721,1,0,57,47,705,0,0,1,bachelors,176598,0,0.0
32,male,8,17,44113,SUV,29231,0,0,87,39,510,1,3,1,bachelors,71954,0,0.0
42,male,32,13,8574,sports,42863,0,0,77,38,337,0,2,0,masters,95501,0,0.0
53,female,13,14,12838,truck,10642,0,0,23,83,767,1,2,0,high_school,46442,0,0.0
28,male,47,14,98899,truck,18839,0,0,10,2,616,1,0,0,masters,32451,0,0.0
68,female,19,4,36368,sports,24681,1,0,71,54,510,1,1,1,phd,44465,0,0.0
32,male,14,15,37228,sedan,8035,1,2,43,0,382,0,1,0,masters,40254,0,0.0
21,female,31,4,54711,SUV,34299,0,1,78,22,655,1,2,1,masters,22536,0,0.0
38,female,32,1,51097,SUV,36035,0,0,65,66,838,1,0,1,phd,108675,0,0.0
30,male,16,19,60773,sedan,24583,1,0,87,61,508,0,1,0,high_school,115637,1,2501.498472941331
39,male,23,8,33639,truck,23105,0,1,44,33,575,0,1,0,bachelors,194218,0,0.0
36,male,29,8,19823,truck,17130,1,0,73,16,791,1,1,0,bachelors,155362,0,0.0
51,male,12,3,28510,sports,14736,0,0,31,47,597,0,1,1,high_school,71488,0,0.0
31,female,46,14,43333,sports,43281,1,0,16,90,357,1,3,0,masters,36841,0,0.0
78,female,47,10,9435,sports,14815,0,0,53,52,595,1,0,1,bachelors,84308,0,0.0
21,male,15,0,43418,sedan,25396,1,0,9,60,758,1,0,0,masters,49100,0,0.0
65,male,1,17,62955,sedan,25312,0,1,85,86,695,1,2,0,phd,93922,0,0.0
70,female,16,0,64507,truck,13244,0,1,5,10,673,0,2,0,bachelors,50330,0,0.0
